Date,Coronation,Brait
2013/06/26,6250,3900
2013/06/27,6230,3950
2013/06/28,6275,4140
2013/07/01,6450,4130
2013/07/02,6630,4251
2013/07/03,6540,4232
2013/07/04,6709,4248
2013/07/05,6579,4200
2013/07/08,6527,4170
2013/07/09,6658,4161
2013/07/10,6600,4171
2013/07/11,6750,4200
2013/07/12,6736,4200
2013/07/15,6819,4165
2013/07/16,6800,4230
2013/07/17,6715,4310
2013/07/18,6690,4308
2013/07/19,6572,4220
2013/07/22,6492,4200
2013/07/23,6500,4290
2013/07/24,6500,4285
2013/07/25,6500,4245
2013/07/26,6501,4180
2013/07/29,6483,4160
2013/07/30,6500,4230
2013/07/31,6569,4190
2013/08/01,6620,4240
2013/08/02,6765,4301
2013/08/05,6780,4270
2013/08/06,6854,4244
2013/08/07,6905,4290
2013/08/08,6815,4275
2013/08/12,6710,4299
2013/08/13,6930,4241
2013/08/14,7040,4283
2013/08/15,6924,4250
2013/08/16,6979,4300
2013/08/19,6860,4252
2013/08/20,6771,4299
2013/08/21,6775,4250
2013/08/22,6808,4200
2013/08/23,6762,4195
2013/08/26,6880,4221
2013/08/27,6852,4140
2013/08/28,6680,4043
2013/08/29,6665,4100
2013/08/30,6700,4025
2013/09/02,6730,4150
2013/09/03,6601,4150
2013/09/04,6545,4030
2013/09/05,6584,4032
2013/09/06,6629,4066
2013/09/09,6635,4070
2013/09/10,6700,4099
2013/09/11,6710,4140
2013/09/12,6735,4210
2013/09/13,6745,4210
2013/09/16,6800,4240
2013/09/17,6787,4283
2013/09/18,6633,4150
2013/09/19,6811,4201
2013/09/20,6700,4196
2013/09/23,6750,4222
2013/09/25,6775,4280
2013/09/26,6807,4280
2013/09/27,6870,4293
2013/09/30,6860,4275
2013/10/01,6960,4232
2013/10/02,6899,4259
2013/10/03,6990,4230
2013/10/04,7070,4250
2013/10/07,7119,4240
2013/10/08,7050,4215
2013/10/09,6951,4189
2013/10/10,7068,4185
2013/10/11,7299,4223
2013/10/14,7353,4244
2013/10/15,7490,4265
2013/10/16,7540,4320
2013/10/17,7640,4302
2013/10/18,7631,4370
2013/10/21,7679,4418
2013/10/22,7860,4412
2013/10/23,7860,4400
2013/10/24,7850,4478
2013/10/25,7900,4592
2013/10/28,8090,4600
2013/10/29,8080,4620
2013/10/30,8148,4706
2013/10/31,8190,4890
2013/11/01,8150,4900
2013/11/04,8272,4901
2013/11/05,8400,4920
2013/11/06,8420,4935
2013/11/07,8380,4900
2013/11/08,8380,4900
2013/11/11,8258,4945
2013/11/12,8250,5030
2013/11/13,8000,4973
2013/11/14,8109,5020
2013/11/15,8195,5010
2013/11/18,8252,5030
2013/11/19,8259,5023
2013/11/20,8292,5100
2013/11/21,8159,5014
2013/11/22,8150,5050
2013/11/25,8076,5175
2013/11/26,8246,5131
2013/11/27,8300,5345
2013/11/28,8200,5451
2013/11/29,8300,5413
2013/12/02,8180,5413
2013/12/03,8100,5504
2013/12/04,7895,5700
2013/12/05,7903,5550
2013/12/06,7982,5430
2013/12/09,8118,5421
2013/12/10,8239,5460
2013/12/11,8130,5400
2013/12/12,7955,5185
2013/12/13,7849,5000
2013/12/17,8120,5031
2013/12/18,7986,5060
2013/12/19,7999,4965
2013/12/20,8011,5050
2013/12/23,8066,5104
2013/12/24,8072,5070
2013/12/27,8090,5183
2013/12/30,8165,5260
2013/12/31,7996,5244
2014/01/02,8084,5273
2014/01/03,8045,5242
2014/01/06,7910,5240
2014/01/07,7972,5191
2014/01/08,7991,5148
2014/01/09,7965,5139
2014/01/10,7965,5031
2014/01/13,7970,5100
2014/01/14,7905,5100
2014/01/15,7850,5165
2014/01/16,7800,5199
2014/01/17,7837,5077
2014/01/20,7806,5109
2014/01/21,8016,5175
2014/01/22,7989,5177
2014/01/23,7970,5210
2014/01/24,7984,5160
2014/01/27,8101,5045
2014/01/28,7900,5075
2014/01/29,7932,4900
2014/01/30,7915,4730
2014/01/31,7964,4801
2014/02/03,7949,4750
2014/02/04,7900,4783
2014/02/05,7930,4652
2014/02/06,7930,4650
2014/02/07,8047,4700
2014/02/10,8200,4890
2014/02/11,8400,4729
2014/02/12,8740,4823
2014/02/13,8700,4840
2014/02/14,8700,4713
2014/02/17,8540,4745
2014/02/18,8625,4690
2014/02/19,8651,4674
2014/02/20,8690,4600
2014/02/21,8520,4550
2014/02/24,8700,4600
2014/02/25,8779,4590
2014/02/26,8584,4530
2014/02/27,8548,4666
2014/02/28,8801,4665
2014/03/03,8625,4698
2014/03/04,8741,4850
2014/03/05,8939,4755
2014/03/06,8970,4930
2014/03/07,9170,4809
2014/03/10,9132,4862
2014/03/11,9340,4775
2014/03/12,9400,4700
2014/03/13,9515,4685
2014/03/14,9331,4730
2014/03/17,9399,4700
2014/03/18,9300,4650
2014/03/19,9350,4680
2014/03/20,9355,4610
2014/03/24,9510,4700
2014/03/25,9575,4707
2014/03/26,9750,4841
2014/03/27,9442,5050
2014/03/28,9643,5223
2014/03/31,9900,5321
2014/04/01,10128,5308
2014/04/02,10215,5299
2014/04/03,10049,5280
2014/04/04,10000,5305
2014/04/07,9938,5335
2014/04/08,9941,5330
2014/04/09,9914,5400
2014/04/10,9950,5415
2014/04/11,9738,5400
2014/04/14,9774,5549
2014/04/15,9459,5481
2014/04/16,9520,5470
2014/04/17,9800,5480
2014/04/22,9856,5504
2014/04/23,9882,5540
2014/04/24,10090,5601
2014/04/25,10120,5644
2014/04/29,10215,5693
2014/04/30,10149,5667
2014/05/02,10300,5746
2014/05/05,10370,5879
2014/05/06,10650,5956
2014/05/08,10590,5975
2014/05/09,10490,5800
2014/05/12,10399,5800
2014/05/13,10340,5725
2014/05/14,10365,5730
2014/05/15,10273,5568
2014/05/16,10140,5516
2014/05/19,10289,5591
2014/05/20,9600,5710
2014/05/21,9633,5650
2014/05/22,9890,5623
2014/05/23,9741,5748
2014/05/26,9749,5737
2014/05/27,9740,5625
2014/05/28,9750,5600
2014/05/29,9740,5600
2014/05/30,10126,5626
2014/06/02,9919,5795
2014/06/03,9823,5900
2014/06/04,9850,6025
2014/06/05,9859,6126
2014/06/06,9950,6305
2014/06/09,9600,6330
2014/06/10,9675,6400
2014/06/11,9757,6475
2014/06/12,9744,6410
2014/06/13,9672,6336
2014/06/17,9700,6560
2014/06/18,9700,6685
2014/06/19,9890,6685
2014/06/20,9861,6650
2014/06/23,9750,6490
2014/06/24,9790,6749
2014/06/25,9604,6683
2014/06/26,9625,6640
2014/06/27,9444,6420
2014/06/30,9551,6530
2014/07/01,9500,6649
2014/07/02,9497,6900
2014/07/03,9425,6900
2014/07/04,9387,7100
2014/07/07,9334,6997
2014/07/08,9349,7000
2014/07/09,9410,7036
2014/07/10,9550,6984
2014/07/11,9620,7005
2014/07/14,9755,7100
2014/07/15,9825,7143
2014/07/16,9925,7290
2014/07/17,9890,7424
2014/07/18,9978,7599
2014/07/21,9864,7580
2014/07/22,10005,7509
2014/07/23,9994,7425
2014/07/24,10029,7308
2014/07/25,9879,7350
2014/07/28,10000,7300
2014/07/29,10010,7396
2014/07/30,9868,7390
2014/07/31,9795,7480
2014/08/01,9707,7239
2014/08/04,9940,7372
2014/08/05,9911,7410
2014/08/06,9730,7239
2014/08/07,9350,7170
2014/08/08,9300,7355
2014/08/11,9483,7465
2014/08/12,9670,7497
2014/08/13,9700,7150
2014/08/14,9665,7450
2014/08/15,9719,7440
2014/08/18,9733,7450
2014/08/19,9799,7499
2014/08/20,9745,7449
2014/08/21,9875,7450
2014/08/22,9916,7500
2014/08/25,9964,7678
2014/08/26,10040,7920
2014/08/27,10085,7977
2014/08/28,10130,8150
2014/08/29,10000,7921
2014/09/01,10093,7910
2014/09/02,10159,7971
2014/09/03,10200,8020
2014/09/04,10258,8000
2014/09/05,10300,8000
2014/09/08,10230,7850
2014/09/09,10215,7786
2014/09/10,10233,7600
2014/09/11,10200,7560
2014/09/12,10204,7445
2014/09/15,10220,7257
2014/09/16,10222,7150
2014/09/17,10225,7397
2014/09/18,10244,7363
2014/09/19,10200,7429
2014/09/22,10190,7460
2014/09/23,10194,7539
2014/09/25,10045,7353
2014/09/26,9745,7142
2014/09/29,9838,7189
2014/09/30,9665,7283
2014/10/01,9611,7095
2014/10/02,9642,7156
2014/10/03,9589,7139
2014/10/06,9660,7287
2014/10/07,9700,7079
2014/10/08,9499,6950
2014/10/09,9425,6890
2014/10/10,9071,6793
2014/10/13,9245,6804
2014/10/14,9152,6700
2014/10/15,9000,6678
2014/10/16,9049,6450
2014/10/17,9225,6616
2014/10/20,9134,6819
2014/10/21,9392,7166
2014/10/22,9310,7150
2014/10/23,9333,7215
2014/10/24,9145,7520
2014/10/27,9230,7610
2014/10/28,9425,7730
2014/10/29,9320,7872
2014/10/30,9455,7881
2014/10/31,9550,8288
2014/11/03,9453,8091
2014/11/04,9522,8049
2014/11/05,9680,8010
2014/11/06,9548,7935
2014/11/07,9500,7915
2014/11/10,9508,8050
2014/11/11,9615,8350
2014/11/12,9972,8350
2014/11/13,10149,8504
2014/11/14,10190,8600
2014/11/17,10102,8600
2014/11/18,10136,8575
2014/11/19,10180,8935
2014/11/20,10036,8649
2014/11/21,10227,8790
2014/11/24,10376,8844
2014/11/25,10499,7179
2014/11/26,10650,7000
2014/11/27,10840,7050
2014/11/28,11056,7200
2014/12/01,10554,7080
2014/12/02,10700,7200
2014/12/03,10907,7410
2014/12/04,10919,7361
2014/12/05,11230,7400
2014/12/08,11482,7400
2014/12/09,11168,7276
2014/12/10,11150,7525
2014/12/11,11240,7699
2014/12/12,11185,7594
2014/12/15,10814,7500
2014/12/17,10750,7572
2014/12/18,11255,7580
2014/12/19,11078,7599
2014/12/22,11130,7669
2014/12/23,11200,7880
2014/12/24,11150,7875
2014/12/29,11280,7880
2014/12/30,11229,7870
2014/12/31,11516,7870
2015/01/02,11247,7800
2015/01/05,10870,7750
2015/01/06,11063,7750
2015/01/07,11197,7754
2015/01/08,11152,7769
2015/01/09,11059,7750
2015/01/12,10853,7730
2015/01/13,11041,7648
2015/01/14,10600,7700
2015/01/15,10758,7501
2015/01/16,10500,7496
2015/01/19,10301,7388
2015/01/20,10350,7414
2015/01/21,10714,7645
2015/01/22,10700,7659
2015/01/23,10968,7675
2015/01/26,10650,7695
2015/01/27,10511,7690
2015/01/28,10325,7650
2015/01/29,10350,7660
2015/01/30,10350,7708
2015/02/02,10365,7650
2015/02/03,10592,7760
2015/02/04,10370,7600
2015/02/05,10224,7600
2015/02/06,10344,7600
2015/02/09,10419,7600
2015/02/10,10259,7535
2015/02/11,10205,7570
2015/02/12,10075,7623
2015/02/13,10294,7765
2015/02/16,10423,7726
2015/02/17,10420,7840
2015/02/18,10601,7700
2015/02/19,10690,7750
2015/02/20,10773,7736
2015/02/23,10766,7689
2015/02/24,10470,7785
2015/02/25,10403,7980
2015/02/26,10420,7893
2015/02/27,10337,7822
2015/03/02,10237,7750
2015/03/03,10100,7868
2015/03/04,10251,7799
2015/03/05,10203,7926
2015/03/06,10100,7864
2015/03/09,9955,7779
2015/03/10,9859,7724
2015/03/11,9715,7773
2015/03/12,9900,7969
2015/03/13,9890,7871
2015/03/16,10090,7990
2015/03/17,9840,7997
2015/03/18,9850,7950
2015/03/19,9862,7999
2015/03/20,9659,7761
2015/03/23,9809,7928
2015/03/24,9705,8000
2015/03/25,9550,8000
2015/03/26,9650,8053
2015/03/27,9654,8258
2015/03/30,9756,8450
2015/03/31,9825,8350
2015/04/01,10200,8320
2015/04/02,10250,8534
2015/04/07,10301,8532
2015/04/08,10308,8347
2015/04/09,10193,8433
2015/04/10,10577,8510
2015/04/13,10395,8321
2015/04/14,10100,8563
2015/04/15,9861,8671
2015/04/16,10299,9045
2015/04/17,10150,9000
2015/04/20,10100,9089
2015/04/21,10350,9317
2015/04/22,10101,9436
2015/04/23,10340,9100
2015/04/24,10473,9000
2015/04/28,9556,9028
2015/04/29,9375,9000
2015/04/30,9100,9055
2015/05/04,9167,9000
2015/05/05,9150,9000
2015/05/06,9020,8642
2015/05/07,8730,8886
2015/05/08,8890,8946
2015/05/11,8800,8995
2015/05/12,9031,8831
2015/05/13,8801,8751
2015/05/14,8750,9090
2015/05/15,8875,9475
2015/05/18,8950,10172
2015/05/19,9204,10615
2015/05/20,9233,11090
2015/05/21,9105,11300
2015/05/22,9000,11150
2015/05/25,8940,10911
2015/05/26,8902,10700
2015/05/27,8930,10840
2015/05/28,8971,10785
2015/05/29,8850,10622
2015/06/01,8727,10500
2015/06/02,8658,10682
2015/06/03,8530,10645
2015/06/04,8675,10574
2015/06/05,8800,10305
2015/06/08,8536,10350
2015/06/09,8383,10250
2015/06/10,8466,10540
2015/06/11,8568,10756
2015/06/12,8450,10974
2015/06/15,8450,10846
2015/06/17,8450,11100
2015/06/18,8467,11300
2015/06/19,8464,10699
2015/06/22,8425,11032
2015/06/23,8300,11136
2015/06/24,8230,11219
2015/06/25,8400,11736
2015/06/26,8343,11750
2015/06/29,8070,11558
2015/06/30,8241,12330
2015/07/01,8250,11950
2015/07/02,8279,12259
2015/07/03,8306,12200
2015/07/06,8102,12010
2015/07/07,7900,11765
2015/07/08,7801,12175
2015/07/09,8191,12576
2015/07/10,8300,12600
2015/07/13,8338,12952
2015/07/14,8050,12699
2015/07/15,8132,13057
2015/07/16,8227,13100
2015/07/17,8336,13485
2015/07/20,8380,13850
2015/07/21,8240,13720
2015/07/22,8050,13901
2015/07/23,8125,14461
2015/07/24,7970,13918
2015/07/27,7980,13983
2015/07/28,7633,14385
2015/07/29,7700,14750
2015/07/30,7682,14900
2015/07/31,7750,15304
2015/08/03,7801,15600
2015/08/04,7838,15950
2015/08/05,7860,15170
2015/08/06,7867,14950
2015/08/07,7808,14683
2015/08/11,7914,14517
2015/08/12,7644,13846
2015/08/13,7500,13918
2015/08/14,7443,13841
2015/08/17,7380,14075
2015/08/18,7400,14390
2015/08/19,7200,14250
2015/08/20,7225,13693
2015/08/21,7214,12999
2015/08/24,7013,12477
2015/08/25,7346,13582
2015/08/26,7225,13680
2015/08/27,7429,14100
2015/08/28,7487,14408
2015/08/31,7386,14518
2015/09/01,7350,13608
2015/09/02,7347,13800
2015/09/03,7500,13821
2015/09/04,7299,13627
2015/09/07,7001,13344
2015/09/08,7026,13655
2015/09/09,7000,13530
2015/09/10,7055,14107
2015/09/11,7001,13000
2015/09/14,7095,13100
2015/09/15,7027,13200
2015/09/16,7078,13285
2015/09/17,7206,13574
2015/09/18,7283,13789
2015/09/21,7019,14009
2015/09/22,7040,13925
2015/09/23,7060,13916
2015/09/25,7035,13722
2015/09/28,6845,13690
2015/09/29,6560,13825
2015/09/30,6529,14050
2015/10/01,6725,14224
2015/10/02,6685,14075
2015/10/05,6779,14413
2015/10/06,6600,14673
2015/10/07,6625,14674
2015/10/08,6550,14660
2015/10/09,6688,14537
2015/10/12,6985,14700
2015/10/13,6956,14905
2015/10/14,7079,14868
2015/10/15,7020,14522
2015/10/16,6830,14715
2015/10/19,6890,15170
2015/10/20,6790,15091
2015/10/21,6770,15403
2015/10/22,6879,15550
2015/10/23,7057,15820
2015/10/26,7375,16072
2015/10/27,7168,15995
2015/10/28,7283,15950
2015/10/29,7350,15728
2015/10/30,7300,15882
2015/11/02,7494,16248
2015/11/03,7621,15988
2015/11/04,7590,16049
2015/11/05,7352,16100
2015/11/06,7200,15677
2015/11/09,7118,15734
2015/11/10,7095,15606
2015/11/11,6700,15350
2015/11/12,6422,15150
2015/11/13,6490,14699
2015/11/16,6400,15170
2015/11/17,6435,15764
2015/11/18,6395,15500
2015/11/19,6380,15500
2015/11/20,6479,15750
2015/11/23,6475,16113
