Date,SBK,First Rand
2012/12/21,11939,3066
2012/12/24,11854,3067
2012/12/27,12030,3100
2012/12/28,11900,3095
2012/12/31,11888,3100
2013/01/02,11943,3127
2013/01/03,11975,3140
2013/01/04,11993,3157
2013/01/07,11960,3211
2013/01/08,11967,3216
2013/01/09,11870,3198
2013/01/10,11853,3164
2013/01/11,11750,3175
2013/01/14,11915,3170
2013/01/15,11850,3089
2013/01/16,11740,3180
2013/01/17,11880,3250
2013/01/18,11712,3300
2013/01/21,11927,3309
2013/01/22,11864,3300
2013/01/23,11783,3261
2013/01/24,11695,3248
2013/01/25,11721,3305
2013/01/28,11875,3289
2013/01/29,11735,3333
2013/01/30,11625,3296
2013/01/31,11667,3225
2013/02/01,11650,3185
2013/02/04,11726,3119
2013/02/05,11944,3170
2013/02/06,11652,3178
2013/02/07,11895,3181
2013/02/08,11875,3178
2013/02/11,11780,3180
2013/02/12,11760,3170
2013/02/13,11880,3160
2013/02/14,11951,3149
2013/02/15,11820,3095
2013/02/18,11845,3103
2013/02/19,11899,3135
2013/02/20,11951,3110
2013/02/21,11900,3077
2013/02/22,11790,3050
2013/02/25,11825,3073
2013/02/26,11716,3030
2013/02/27,11525,2992
2013/02/28,11649,3085
2013/03/01,11810,3140
2013/03/04,11559,3083
2013/03/05,11835,3220
2013/03/06,11650,3126
2013/03/07,11551,3133
2013/03/08,11770,3145
2013/03/11,11900,3134
2013/03/12,11760,3086
2013/03/13,11452,3022
2013/03/14,11625,3058
2013/03/15,11375,3023
2013/03/18,11370,3061
2013/03/19,11624,3106
2013/03/20,11689,3132
2013/03/22,11685,3199
2013/03/25,11806,3230
2013/03/26,11966,3253
2013/03/27,11860,3225
2013/03/28,11839,3220
2013/04/02,11945,3285
2013/04/03,11750,3252
2013/04/04,11705,3240
2013/04/05,11650,3180
2013/04/08,11535,3200
2013/04/09,11450,3200
2013/04/10,11600,3207
2013/04/11,11646,3206
2013/04/12,11501,3200
2013/04/15,11017,3116
2013/04/16,11198,3140
2013/04/17,10823,3070
2013/04/18,10920,3091
2013/04/19,11035,3116
2013/04/22,11100,3096
2013/04/23,11202,3130
2013/04/24,11221,3083
2013/04/25,11251,3080
2013/04/26,11227,3095
2013/04/29,11275,3083
2013/04/30,11210,3118
2013/05/02,11290,3136
2013/05/03,11198,3100
2013/05/06,11180,3081
2013/05/07,11311,3138
2013/05/08,11375,3200
2013/05/09,11485,3201
2013/05/10,11550,3160
2013/05/13,11490,3152
2013/05/14,11480,3150
2013/05/15,11450,3175
2013/05/16,11479,3191
2013/05/17,11381,3142
2013/05/20,11018,3085
2013/05/21,11225,3165
2013/05/22,11345,3111
2013/05/23,11115,3014
2013/05/24,11100,3012
2013/05/27,11129,3010
2013/05/28,11308,3035
2013/05/29,11000,2974
2013/05/30,11170,2971
2013/05/31,11186,2950
2013/06/03,10950,2825
2013/06/04,11140,2815
2013/06/05,11032,2771
2013/06/06,10860,2700
2013/06/07,10990,2725
2013/06/10,10810,2700
2013/06/11,10600,2637
2013/06/12,10604,2650
2013/06/13,10570,2655
2013/06/14,10545,2743
2013/06/18,10973,2819
2013/06/19,10750,2823
2013/06/20,10532,2724
2013/06/21,10740,2740
2013/06/24,10521,2726
2013/06/25,10636,2780
2013/06/26,11035,2875
2013/06/27,11085,2880
2013/06/28,11148,2893
2013/07/01,11150,2949
2013/07/02,11202,2940
2013/07/03,10779,2830
2013/07/04,10930,2898
2013/07/05,10567,2809
2013/07/08,10651,2845
2013/07/09,10780,2880
2013/07/10,10600,2800
2013/07/11,10783,2855
2013/07/12,10885,2894
2013/07/15,10954,2906
2013/07/16,10764,2840
2013/07/17,10933,2845
2013/07/18,10856,2876
2013/07/19,10816,2855
2013/07/22,10850,2877
2013/07/23,11086,2926
2013/07/24,11055,2880
2013/07/25,10910,2899
2013/07/26,10820,2874
2013/07/29,10950,2925
2013/07/30,10930,2860
2013/07/31,11051,2966
2013/08/01,11298,2945
2013/08/02,11300,2950
2013/08/05,11400,2956
2013/08/06,11311,2980
2013/08/07,11350,2976
2013/08/08,11309,3010
2013/08/12,11320,3042
2013/08/13,11425,3077
2013/08/14,11585,3122
2013/08/15,11395,3085
2013/08/16,11523,3105
2013/08/19,11400,3036
2013/08/20,11408,3050
2013/08/21,11316,3020
2013/08/22,11446,3020
2013/08/23,11525,3000
2013/08/26,11550,3035
2013/08/27,11448,3055
2013/08/28,11250,2975
2013/08/29,11385,3014
2013/08/30,11450,3007
2013/09/02,11509,3055
2013/09/03,11563,3074
2013/09/04,11411,3060
2013/09/05,11550,3108
2013/09/06,11588,3136
2013/09/09,11301,3130
2013/09/10,11332,3230
2013/09/11,11475,3275
2013/09/12,11615,3356
2013/09/13,11723,3340
2013/09/16,11650,3310
2013/09/17,11840,3370
2013/09/18,11666,3322
2013/09/19,12100,3450
2013/09/20,11957,3440
2013/09/23,12005,3410
2013/09/25,12130,3470
2013/09/26,12165,3445
2013/09/27,12080,3392
2013/09/30,11988,3350
2013/10/01,11986,3436
2013/10/02,11932,3415
2013/10/03,12166,3450
2013/10/04,12242,3446
2013/10/07,12253,3389
2013/10/08,12160,3358
2013/10/09,12000,3322
2013/10/10,12200,3422
2013/10/11,12230,3420
2013/10/14,12235,3475
2013/10/15,12440,3548
2013/10/16,12750,3585
2013/10/17,12620,3572
2013/10/18,12700,3570
2013/10/21,12769,3582
2013/10/22,12567,3545
2013/10/23,12560,3533
2013/10/24,12427,3551
2013/10/25,12450,3517
2013/10/28,12673,3600
2013/10/29,12750,3600
2013/10/30,12740,3619
2013/10/31,12752,3600
2013/11/01,12694,3543
2013/11/04,12540,3536
2013/11/05,12351,3479
2013/11/06,12459,3445
2013/11/07,12450,3428
2013/11/08,12451,3320
2013/11/11,12439,3320
2013/11/12,12505,3328
2013/11/13,12175,3286
2013/11/14,12257,3290
2013/11/15,12273,3300
2013/11/18,12325,3360
2013/11/19,12225,3310
2013/11/20,12377,3325
2013/11/21,12236,3300
2013/11/22,12117,3280
2013/11/25,12157,3300
2013/11/26,11925,3185
2013/11/27,12011,3300
2013/11/28,12200,3358
2013/11/29,12065,3381
2013/12/02,12200,3385
2013/12/03,11976,3280
2013/12/04,11972,3290
2013/12/05,12015,3313
2013/12/06,12288,3405
2013/12/09,12399,3425
2013/12/10,12249,3386
2013/12/11,12299,3379
2013/12/12,12115,3270
2013/12/13,12002,3292
2013/12/17,12300,3350
2013/12/18,12159,3342
2013/12/19,12500,3400
2013/12/20,12749,3399
2013/12/23,12705,3386
2013/12/24,12850,3404
2013/12/27,12859,3474
2013/12/30,13019,3542
2013/12/31,12942,3589
2014/01/02,13031,3571
2014/01/03,12853,3550
2014/01/06,12630,3462
2014/01/07,12886,3500
2014/01/08,12792,3445
2014/01/09,12695,3378
2014/01/10,12753,3385
2014/01/13,13025,3432
2014/01/14,12850,3375
2014/01/15,12800,3400
2014/01/16,12751,3380
2014/01/17,12645,3343
2014/01/20,12570,3330
2014/01/21,12455,3400
2014/01/22,12725,3421
2014/01/23,12712,3400
2014/01/24,12295,3289
2014/01/27,12050,3271
2014/01/28,12196,3275
2014/01/29,11801,3200
2014/01/30,11501,3102
2014/01/31,11695,3112
2014/02/03,11595,3048
2014/02/04,11417,3055
2014/02/05,11416,3041
2014/02/06,11585,3067
2014/02/07,11800,3145
2014/02/10,11709,3125
2014/02/11,11560,3105
2014/02/12,11770,3161
2014/02/13,11629,3140
2014/02/14,11896,3180
2014/02/17,12066,3228
2014/02/18,11900,3213
2014/02/19,11920,3237
2014/02/20,11910,3215
2014/02/21,11850,3277
2014/02/24,12412,3405
2014/02/25,12546,3441
2014/02/26,12244,3391
2014/02/27,12174,3374
2014/02/28,12321,3417
2014/03/03,12125,3449
2014/03/04,12301,3501
2014/03/05,12455,3499
2014/03/06,12687,3539
2014/03/07,12800,3541
2014/03/10,12565,3500
2014/03/11,12453,3511
2014/03/12,12313,3435
2014/03/13,12297,3441
2014/03/14,12429,3440
2014/03/17,12920,3460
2014/03/18,12804,3451
2014/03/19,12805,3480
2014/03/20,12688,3480
2014/03/24,12945,3442
2014/03/25,13281,3560
2014/03/26,13650,3665
2014/03/27,13589,3606
2014/03/28,13900,3590
2014/03/31,13880,3610
2014/04/01,14010,3610
2014/04/02,14050,3640
2014/04/03,13940,3655
2014/04/04,14000,3740
2014/04/07,14026,3809
2014/04/08,14370,3875
2014/04/09,13999,3812
2014/04/10,14197,3804
2014/04/11,14090,3716
2014/04/14,13896,3755
2014/04/15,13600,3744
2014/04/16,13690,3749
2014/04/17,13890,3800
2014/04/22,13976,3844
2014/04/23,13854,3834
2014/04/24,13816,3870
2014/04/25,13993,3907
2014/04/29,13850,3886
2014/04/30,13808,3866
2014/05/02,14100,3936
2014/05/05,13900,3890
2014/05/06,13950,3910
2014/05/08,14255,3950
2014/05/09,14379,3905
2014/05/12,14372,3915
2014/05/13,14437,3950
2014/05/14,14500,3946
2014/05/15,14300,3920
2014/05/16,14116,3900
2014/05/19,14250,3955
2014/05/20,14224,3960
2014/05/21,14200,3940
2014/05/22,14388,3980
2014/05/23,14500,4025
2014/05/26,14350,4019
2014/05/27,14240,3934
2014/05/28,14200,3963
2014/05/29,14300,3985
2014/05/30,14165,3983
2014/06/02,14140,4001
2014/06/03,14050,3966
2014/06/04,14200,3965
2014/06/05,14432,3970
2014/06/06,14600,4030
2014/06/09,14550,4030
2014/06/10,14800,4077
2014/06/11,14700,4060
2014/06/12,14685,4092
2014/06/13,14674,4043
2014/06/17,14600,4110
2014/06/18,14410,3986
2014/06/19,14710,4034
2014/06/20,14626,4096
2014/06/23,14701,4087
2014/06/24,14694,4120
2014/06/25,14480,4049
2014/06/26,14481,4040
2014/06/27,14379,4028
2014/06/30,14500,4075
2014/07/01,14570,4100
2014/07/02,14570,4082
2014/07/03,14419,4044
2014/07/04,14464,4077
2014/07/07,14562,4055
2014/07/08,14600,4093
2014/07/09,14698,4129
2014/07/10,14450,4075
2014/07/11,14614,4113
2014/07/14,14530,4142
2014/07/15,14524,4153
2014/07/16,14665,4268
2014/07/17,14610,4250
2014/07/18,14600,4258
2014/07/21,14498,4248
2014/07/22,14546,4315
2014/07/23,14655,4350
2014/07/24,14767,4318
2014/07/25,14728,4266
2014/07/28,14900,4377
2014/07/29,14930,4433
2014/07/30,14600,4288
2014/07/31,14474,4325
2014/08/01,14450,4363
2014/08/04,14695,4458
2014/08/05,14621,4423
2014/08/06,14375,4358
2014/08/07,14333,4331
2014/08/08,14445,4342
2014/08/11,14641,4423
2014/08/12,14650,4439
2014/08/13,14586,4419
2014/08/14,14085,4415
2014/08/15,13913,4310
2014/08/18,13951,4295
2014/08/19,13995,4331
2014/08/20,13780,4274
2014/08/21,13929,4350
2014/08/22,13810,4346
2014/08/25,13850,4362
2014/08/26,13891,4375
2014/08/27,13900,4325
2014/08/28,13795,4344
2014/08/29,13800,4325
2014/09/01,13793,4350
2014/09/02,13880,4439
2014/09/03,13943,4457
2014/09/04,14050,4530
2014/09/05,14000,4585
2014/09/08,13793,4661
2014/09/09,13648,4528
2014/09/10,13698,4520
2014/09/11,13503,4436
2014/09/12,13349,4398
2014/09/15,13360,4325
2014/09/16,13642,4400
2014/09/17,13870,4414
2014/09/18,13974,4472
2014/09/19,13938,4513
2014/09/22,13600,4360
2014/09/23,13371,4339
2014/09/25,13230,4230
2014/09/26,13201,4314
2014/09/29,13123,4301
2014/09/30,13065,4302
2014/10/01,13035,4280
2014/10/02,12801,4215
2014/10/03,12995,4260
2014/10/06,13015,4245
2014/10/07,12850,4186
2014/10/08,12675,4140
2014/10/09,12894,4144
2014/10/10,12750,4080
2014/10/13,12801,4140
2014/10/14,12917,4213
2014/10/15,12543,4121
2014/10/16,12693,4232
2014/10/17,12929,4310
2014/10/20,12797,4271
2014/10/21,12940,4349
2014/10/22,12910,4330
2014/10/23,13014,4329
2014/10/24,12895,4340
2014/10/27,12988,4354
2014/10/28,13150,4504
2014/10/29,13371,4610
2014/10/30,13531,4590
2014/10/31,13875,4720
2014/11/03,13830,4760
2014/11/04,13590,4720
2014/11/05,13246,4672
2014/11/06,13424,4689
2014/11/07,13300,4640
2014/11/10,13401,4720
2014/11/11,13381,4780
2014/11/12,13643,4835
2014/11/13,13840,4867
2014/11/14,13689,4875
2014/11/17,13757,4882
2014/11/18,13860,4895
2014/11/19,13790,4846
2014/11/20,13714,4780
2014/11/21,13996,4981
2014/11/24,13890,4997
2014/11/25,13878,4973
2014/11/26,13713,4978
2014/11/27,13810,4999
2014/11/28,13620,4970
2014/12/01,13350,4865
2014/12/02,13559,4900
2014/12/03,13850,4915
2014/12/04,13845,4830
2014/12/05,14060,4897
2014/12/08,14251,4968
2014/12/09,13950,4875
2014/12/10,13900,4915
2014/12/11,13670,4858
2014/12/12,13655,4771
2014/12/15,13570,4699
2014/12/17,13647,4662
2014/12/18,14402,4983
2014/12/19,14157,4900
2014/12/22,14091,4977
2014/12/23,14388,5014
2014/12/24,14200,4950
2014/12/29,14441,5100
2014/12/30,14351,5014
2014/12/31,14348,5057
2015/01/02,14226,5002
2015/01/05,13526,4772
2015/01/06,14060,4868
2015/01/07,14384,4965
2015/01/08,14600,5031
2015/01/09,14283,4899
2015/01/12,14175,4821
2015/01/13,14600,4963
2015/01/14,14010,4843
2015/01/15,13943,4892
2015/01/16,14024,4825
2015/01/19,14075,4774
2015/01/20,14195,4834
2015/01/21,14275,4776
2015/01/22,14555,4850
2015/01/23,14500,4903
2015/01/26,14750,4975
2015/01/27,15004,5128
2015/01/28,15315,5243
2015/01/29,15320,5138
2015/01/30,15462,5208
2015/02/02,15315,5160
2015/02/03,16038,5250
2015/02/04,15830,5145
2015/02/05,15311,5160
2015/02/06,15425,5188
2015/02/09,15336,5190
2015/02/10,15175,5190
2015/02/11,15070,5144
2015/02/12,15253,5249
2015/02/13,15403,5249
2015/02/16,15300,5299
2015/02/17,15301,5285
2015/02/18,15325,5263
2015/02/19,15409,5250
2015/02/20,15532,5205
2015/02/23,15491,5235
2015/02/24,15481,5305
2015/02/25,15673,5337
2015/02/26,15697,5405
2015/02/27,15251,5350
2015/03/02,15125,5323
2015/03/03,14978,5271
2015/03/04,14890,5282
2015/03/05,15696,5398
2015/03/06,15703,5458
2015/03/09,15665,5370
2015/03/10,15600,5260
2015/03/11,15435,5290
2015/03/12,15407,5505
2015/03/13,15355,5448
2015/03/16,15640,5502
2015/03/17,15890,5460
2015/03/18,16105,5449
2015/03/19,16150,5365
2015/03/20,16111,5396
2015/03/23,16470,5365
2015/03/24,16991,5495
2015/03/25,16850,5487
2015/03/26,16673,5447
2015/03/27,16700,5455
2015/03/30,16850,5592
2015/03/31,16800,5584
2015/04/01,16765,5598
2015/04/02,16800,5632
2015/04/07,17001,5712
2015/04/08,17099,5720
2015/04/09,17215,5765
2015/04/10,17390,5728
2015/04/13,17335,5720
2015/04/14,17453,5735
2015/04/15,17519,5715
2015/04/16,17625,5750
2015/04/17,17500,5690
2015/04/20,17195,5729
2015/04/21,17271,5749
2015/04/22,17418,5750
2015/04/23,17499,5800
2015/04/24,17499,5759
2015/04/28,17580,5720
2015/04/29,17254,5649
2015/04/30,17460,5683
2015/05/04,17221,5652
2015/05/05,17400,5630
2015/05/06,17239,5472
2015/05/07,17044,5418
2015/05/08,17129,5463
2015/05/11,17003,5452
2015/05/12,16964,5447
2015/05/13,16880,5420
2015/05/14,16666,5361
2015/05/15,16947,5392
2015/05/18,17084,5477
2015/05/19,17147,5507
2015/05/20,17000,5470
2015/05/21,16750,5452
2015/05/22,16806,5455
2015/05/25,16868,5452
2015/05/26,16350,5350
2015/05/27,16344,5343
2015/05/28,16400,5305
2015/05/29,15810,5200
2015/06/01,16011,5200
2015/06/02,15872,5250
2015/06/03,15670,5164
2015/06/04,15482,5160
2015/06/05,15626,5140
2015/06/08,15734,5230
2015/06/09,15750,5230
2015/06/10,15776,5304
2015/06/11,15810,5280
2015/06/12,15611,5212
2015/06/15,15512,5101
2015/06/17,15280,5102
2015/06/18,15308,5079
2015/06/19,15229,5107
2015/06/22,15700,5230
2015/06/23,15925,5340
2015/06/24,16004,5344
2015/06/25,16168,5450
2015/06/26,15967,5328
2015/06/29,15794,5252
2015/06/30,16017,5332
2015/07/01,15960,5252
2015/07/02,15988,5309
2015/07/03,15932,5299
2015/07/06,15950,5240
2015/07/07,15247,5050
2015/07/08,15621,5195
2015/07/09,16094,5301
2015/07/10,16000,5336
2015/07/13,16235,5462
2015/07/14,15920,5469
2015/07/15,15800,5490
2015/07/16,15850,5490
2015/07/17,15797,5520
2015/07/20,15775,5575
2015/07/21,15675,5550
2015/07/22,15236,5459
2015/07/23,15489,5529
2015/07/24,15152,5474
2015/07/27,15300,5360
2015/07/28,15150,5356
2015/07/29,15379,5485
2015/07/30,15250,5390
2015/07/31,15228,5474
2015/08/03,15211,5460
2015/08/04,15625,5638
2015/08/05,15690,5725
2015/08/06,15820,5688
2015/08/07,15721,5631
2015/08/11,16032,5650
2015/08/12,15400,5396
2015/08/13,15470,5459
2015/08/14,15395,5393
2015/08/17,15270,5276
2015/08/18,15289,5331
2015/08/19,15028,5210
2015/08/20,14526,5167
2015/08/21,14488,5116
2015/08/24,14300,4993
2015/08/25,14871,5333
2015/08/26,14388,5266
2015/08/27,14585,5219
2015/08/28,14750,5289
2015/08/31,14612,5291
2015/09/01,14230,5061
2015/09/02,14357,5158
2015/09/03,14701,5229
2015/09/04,14326,5038
2015/09/07,13870,5020
2015/09/08,13926,5102
2015/09/09,14050,5209
2015/09/10,13847,5073
2015/09/11,13846,5041
2015/09/14,14098,5170
2015/09/15,13946,5182
2015/09/16,14158,5225
2015/09/17,14353,5295
2015/09/18,14300,5259
2015/09/21,13920,5210
2015/09/22,13885,5168
2015/09/23,13900,5129
2015/09/25,13639,5060
2015/09/28,13239,4876
2015/09/29,13376,4874
2015/09/30,13500,4915
2015/10/01,13856,5006
2015/10/02,13973,5015
2015/10/05,14539,5092
2015/10/06,14185,5070
2015/10/07,14519,5110
2015/10/08,14359,4965
2015/10/09,14807,4992
2015/10/12,14446,4981
2015/10/13,14390,4933
2015/10/14,14318,4874
2015/10/15,14647,4919
2015/10/16,14300,4865
2015/10/19,14793,4999
2015/10/20,14699,4967
2015/10/21,14610,4967
2015/10/22,14570,5054
2015/10/23,14895,5108
2015/10/26,14503,5137
2015/10/27,14545,5115
2015/10/28,14550,5175
2015/10/29,14301,5066
2015/10/30,14393,5079
2015/11/02,14562,5219
2015/11/03,14098,5156
2015/11/04,14387,5177
2015/11/05,14310,5164
2015/11/06,14000,5072
2015/11/09,14074,5079
2015/11/10,13953,5031
2015/11/11,13825,4930
2015/11/12,13602,4824
2015/11/13,13409,4752
2015/11/16,13401,4722
2015/11/17,13604,4787
2015/11/18,13515,4800
2015/11/19,14000,5004
2015/11/20,13981,5023
2015/11/23,13741,4932
