Date,Group5,M&R,PPC,WHBO,AVENGE
2013/09/03,4485,2745,2925,15456,2890
2013/09/04,4470,2781,2965,15971,2915
2013/09/05,4500,2800,2940,16299,2930
2013/09/06,4495,2820,2900,16309,2960
2013/09/09,4485,2815,2930,16300,2925
2013/09/10,4535,2880,2950,16200,2840
2013/09/11,4548,2846,2950,16300,2710
2013/09/12,4550,2890,2973,16302,2700
2013/09/13,4474,2869,2979,16300,2670
2013/09/16,4430,2865,3020,16378,2620
2013/09/17,4365,2850,3100,16180,2614
2013/09/18,4377,2780,3020,15940,2550
2013/09/19,4329,2788,3110,15750,2485
2013/09/20,4325,2752,3100,16095,2520
2013/09/23,4331,2743,3074,15949,2500
2013/09/25,4434,2750,3046,16000,2535
2013/09/26,4350,2725,3061,15900,2520
2013/09/27,4365,2717,3095,15996,2500
2013/09/30,4400,2750,3020,16000,2440
2013/10/01,4300,2690,3056,16000,2430
2013/10/02,4367,2740,3100,15900,2502
2013/10/03,4383,2750,3152,16145,2529
2013/10/04,4354,2731,3162,16309,2490
2013/10/07,4324,2740,3155,16275,2575
2013/10/08,4450,2808,3115,16650,2657
2013/10/09,4345,2874,3100,16524,2780
2013/10/10,4427,2840,3133,16475,2770
2013/10/11,4500,2899,3121,16300,2845
2013/10/14,4500,2838,3111,16240,2746
2013/10/15,4406,2840,3120,16040,2766
2013/10/16,4405,2882,3129,15991,2780
2013/10/17,4300,2799,3100,15800,2690
2013/10/18,4235,2790,3120,16124,2737
2013/10/21,4400,2880,3174,16525,2850
2013/10/22,4341,2910,3146,16334,2850
2013/10/23,4342,2916,3153,16450,2875
2013/10/24,4234,2940,3137,16582,2980
2013/10/25,4340,2970,3115,16493,2970
2013/10/28,4450,3030,3121,16840,3095
2013/10/29,4430,3057,3155,16988,3000
2013/10/30,4479,3070,3190,17100,2982
2013/10/31,4500,3064,3175,17599,2950
2013/11/01,4499,3030,3165,17150,2900
2013/11/04,4500,3030,3165,17174,2955
2013/11/05,4478,3040,3150,17000,3000
2013/11/06,4475,3125,3225,17105,3040
2013/11/07,4476,3130,3225,17100,3146
2013/11/08,4470,3083,3155,17075,3060
2013/11/11,4505,3100,3170,17000,3007
2013/11/12,4468,3080,3150,16800,2971
2013/11/13,4420,3070,3140,16400,2940
2013/11/14,4420,3084,3162,16470,2900
2013/11/15,4433,3100,3201,16890,3053
2013/11/18,4240,3119,3190,16650,3124
2013/11/19,4350,3042,3239,16549,3001
2013/11/20,4350,3015,3200,16508,3134
2013/11/21,4345,3039,3200,16549,3130
2013/11/22,4267,3012,3154,16395,3100
2013/11/25,4180,2970,3180,15944,3036
2013/11/26,4100,2875,3155,15201,2947
2013/11/27,3950,2851,3084,15300,2975
2013/11/28,3904,2837,3090,15312,3000
2013/11/29,4000,2870,3130,15488,2951
2013/12/02,3990,2866,3125,15305,2992
2013/12/03,3954,2867,3095,15240,2897
2013/12/04,3968,2860,3104,15200,2968
2013/12/05,3991,2805,3044,14999,2846
2013/12/06,3964,2775,3023,15099,2930
2013/12/09,3999,2745,3130,15144,2932
2013/12/10,3991,2763,3149,15325,2950
2013/12/11,3960,2775,3134,15285,2926
2013/12/12,3855,2720,3149,15150,2799
2013/12/13,3840,2700,3101,15162,2824
2013/12/17,3885,2700,3090,15000,2933
2013/12/18,3870,2700,3070,14980,2900
2013/12/19,3900,2671,3060,14850,2783
2013/12/20,3840,2680,3081,14679,2693
2013/12/23,3800,2680,3073,14528,2698
2013/12/24,3796,2680,3085,14580,2696
2013/12/27,3805,2680,3038,14600,2679
2013/12/30,3947,2741,3099,14600,2708
2013/12/31,4054,2681,3140,14600,2644
2014/01/02,4057,2750,3143,14600,2630
2014/01/03,4000,2748,3150,14510,2587
2014/01/06,3990,2707,2938,14425,2530
2014/01/07,3990,2780,2941,14620,2579
2014/01/08,4035,2790,2940,14655,2546
2014/01/09,4025,2759,2961,14750,2580
2014/01/10,3975,2699,2940,14750,2496
2014/01/13,3975,2736,2940,14800,2517
2014/01/14,3968,2738,2945,14700,2480
2014/01/15,4030,2850,3077,14825,2508
2014/01/16,4150,2820,3060,14800,2596
2014/01/17,4200,2845,2960,14860,2554
2014/01/20,4100,2830,2995,14800,2506
2014/01/21,4057,2779,2961,14600,2504
2014/01/22,4063,2756,3040,14560,2510
2014/01/23,4081,2771,3024,14550,2531
2014/01/24,3975,2782,3033,14543,2485
2014/01/27,3990,2717,2951,14400,2417
2014/01/28,4000,2752,2942,14400,2434
2014/01/29,3965,2700,2930,14344,2381
2014/01/30,3960,2600,2945,14408,2312
2014/01/31,3980,2480,2981,14722,2335
2014/02/03,4015,2487,2940,14505,2365
2014/02/04,4055,2569,2913,14723,2364
2014/02/05,4090,2587,2915,15235,2357
2014/02/06,4154,2611,3015,15220,2345
2014/02/07,4150,2630,2931,15200,2360
2014/02/10,4310,2750,2948,15439,2395
2014/02/11,4420,2767,2972,15500,2366
2014/02/12,4341,2767,2940,15461,2350
2014/02/13,4390,2685,2932,14600,2341
2014/02/14,4355,2674,2929,14599,2354
2014/02/17,4565,2683,2960,14500,2335
2014/02/18,4492,2675,2937,14249,2275
2014/02/19,4474,2605,2968,14300,2231
2014/02/20,4472,2500,2917,14134,2205
2014/02/21,4500,2573,2930,14100,2240
2014/02/24,4420,2633,2935,14132,2230
2014/02/25,4430,2620,2926,13651,2180
2014/02/26,4400,2525,2923,13665,2254
2014/02/27,4400,2526,2917,13649,2210
2014/02/28,4300,2500,2940,13201,2220
2014/03/03,4249,2500,2910,12725,2194
2014/03/04,4300,2459,2915,13150,2125
2014/03/05,4300,2450,2940,13100,2140
2014/03/06,4202,2390,2920,13075,2178
2014/03/07,4250,2350,2890,13100,2136
2014/03/10,4260,2335,2850,13180,2085
2014/03/11,4251,2300,2865,13050,2046
2014/03/12,4325,2270,2884,13000,2072
2014/03/13,4282,2254,2850,13026,2155
2014/03/14,4355,2339,2877,13045,2235
2014/03/17,4300,2300,2903,13014,2250
2014/03/18,4428,2334,2929,13028,2205
2014/03/19,4484,2303,2955,12855,2208
2014/03/20,4300,2311,2860,12850,2114
2014/03/24,4300,2336,2970,12957,2190
2014/03/25,4264,2379,2970,12900,2200
2014/03/26,4355,2470,2960,13400,2320
2014/03/27,4410,2415,2930,13450,2217
2014/03/28,4341,2454,2955,13600,2292
2014/03/31,4424,2459,2924,13780,2266
2014/04/01,4412,2465,2939,14079,2277
2014/04/02,4400,2495,2920,14050,2430
2014/04/03,4447,2469,2897,14100,2380
2014/04/04,4425,2444,2958,14208,2357
2014/04/07,4400,2475,2985,14022,2309
2014/04/08,4353,2460,3010,13989,2289
2014/04/09,4358,2455,3016,14030,2293
2014/04/10,4320,2439,3000,13801,2280
2014/04/11,4216,2400,3060,13600,2262
2014/04/14,4211,2378,3067,14195,2288
2014/04/15,4261,2335,3020,13710,2280
2014/04/16,4335,2412,3094,13834,2300
2014/04/17,4325,2410,3040,13900,2305
2014/04/22,4330,2390,3061,13889,2272
2014/04/23,4320,2460,3050,13970,2358
2014/04/24,4340,2437,3040,13900,2297
2014/04/25,4340,2480,3080,13890,2276
2014/04/29,4350,2455,3060,13872,2287
2014/04/30,4328,2460,3060,13598,2260
2014/05/02,4340,2510,3101,13900,2280
2014/05/05,4340,2510,3105,13850,2335
2014/05/06,4325,2586,3139,13800,2320
2014/05/08,4370,2597,3248,13548,2365
2014/05/09,4369,2580,3310,13600,2375
2014/05/12,4360,2583,3290,13547,2411
2014/05/13,4365,2588,3320,13650,2443
2014/05/14,4385,2634,3193,13620,2455
2014/05/15,4323,2576,3235,13538,2399
2014/05/16,4300,2587,3209,13575,2394
2014/05/19,4317,2599,3295,13595,2435
2014/05/20,4350,2598,3135,13564,2482
2014/05/21,4340,2599,3175,13585,2400
2014/05/22,4340,2589,3220,13809,2400
2014/05/23,4340,2598,3225,13732,2389
2014/05/26,4316,2552,3239,13684,2380
2014/05/27,4289,2515,3228,13700,2354
2014/05/28,4311,2558,3255,13700,2355
2014/05/29,4320,2545,3218,13672,2375
2014/05/30,4325,2550,3250,13401,2364
2014/06/02,4320,2566,3175,13495,2350
2014/06/03,4300,2510,3268,13489,2325
2014/06/04,4145,2560,3204,13481,2300
2014/06/05,4058,2509,3245,13309,2270
2014/06/06,4070,2500,3230,13299,2266
2014/06/09,4045,2525,3160,13250,2255
2014/06/10,4050,2589,3170,12950,2265
2014/06/11,4184,2570,3200,12950,2284
2014/06/12,4200,2546,3185,13200,2282
2014/06/13,4200,2573,3160,13200,2278
2014/06/17,4199,2557,3165,13300,2303
2014/06/18,4170,2485,3144,13268,2261
2014/06/19,4074,2470,3177,13198,2269
2014/06/20,4160,2473,3260,13060,2260
2014/06/23,4168,2440,3227,12925,2286
2014/06/24,4195,2458,3226,13287,2286
2014/06/25,4160,2430,3195,13014,2281
2014/06/26,4190,2425,3141,12930,2279
2014/06/27,4100,2423,3160,12798,2265
2014/06/30,4100,2431,3135,12700,2315
2014/07/01,4104,2460,3200,12570,2350
2014/07/02,4085,2440,3183,12351,2250
2014/07/03,4060,2466,3173,12100,2394
2014/07/04,4057,2430,3163,12205,2350
2014/07/07,4000,2421,3121,12111,2380
2014/07/08,4028,2418,3135,12575,2410
2014/07/09,3980,2450,3171,12425,2400
2014/07/10,3935,2423,3080,12400,2398
2014/07/11,3920,2453,3109,12401,2430
2014/07/14,3930,2469,3191,12756,2422
2014/07/15,3870,2439,3179,12995,2344
2014/07/16,3800,2355,3159,12950,2200
2014/07/17,3759,2415,3150,12940,2227
2014/07/18,3739,2399,3169,12900,2267
2014/07/21,3720,2386,3194,12810,2305
2014/07/22,3739,2490,3275,12900,2300
2014/07/23,3862,2487,3286,12900,2311
2014/07/24,3870,2470,3306,12900,2361
2014/07/25,3899,2517,3261,12899,2401
2014/07/28,3860,2425,3280,12890,2419
2014/07/29,3885,2520,3295,12874,2445
2014/07/30,3978,2490,3256,12844,2443
2014/07/31,4000,2506,3216,12809,2431
2014/08/01,4000,2459,3280,12820,2390
2014/08/04,3995,2440,3287,12800,2400
2014/08/05,3999,2461,3250,12825,2408
2014/08/06,4000,2422,3238,12700,2371
2014/08/07,4025,2420,3225,12671,2370
2014/08/08,4020,2424,3270,12520,2311
2014/08/11,4059,2440,3260,12516,2327
2014/08/12,4057,2465,3265,12910,2291
2014/08/13,4070,2433,3270,12892,2308
2014/08/14,4130,2430,3280,13033,2240
2014/08/15,4139,2454,3229,13076,2290
2014/08/18,4144,2432,3317,13281,2317
2014/08/19,4077,2489,3275,13741,2345
2014/08/20,4126,2489,3270,13750,2312
2014/08/21,4150,2486,3250,13476,2320
2014/08/22,4122,2480,3287,13478,2321
2014/08/25,4149,2560,3325,13777,2330
2014/08/26,4120,2556,3310,13615,2382
2014/08/27,4140,2534,3311,13700,2350
2014/08/28,4110,2625,3325,13700,2359
2014/08/29,4075,2639,3311,13838,2284
2014/09/01,4066,2620,3400,13838,2250
2014/09/02,4120,2730,3350,14200,2285
2014/09/03,4145,2700,3385,14471,2280
2014/09/04,4112,2696,3373,14604,2277
2014/09/05,4200,2687,3390,14861,2280
2014/09/08,4209,2687,3450,15301,2267
2014/09/09,4193,2695,3396,15423,2250
2014/09/10,4100,2694,3398,15255,2253
2014/09/11,4113,2698,3395,14940,2278
2014/09/12,4049,2665,3305,14450,2280
2014/09/15,4131,2660,3308,14390,2270
2014/09/16,4137,2630,3295,14018,2240
2014/09/17,4140,2661,3247,14111,2239
2014/09/18,4140,2635,3263,13917,2227
2014/09/19,4125,2660,3250,14109,2261
2014/09/22,4069,2617,3000,14142,2295
2014/09/23,4057,2593,3000,13923,2240
2014/09/25,4089,2590,3000,13921,2241
2014/09/26,4019,2579,2990,13886,2283
2014/09/29,3985,2529,3020,13891,2235
2014/09/30,4000,2520,2956,13999,2222
2014/10/01,3984,2485,2860,13815,2250
2014/10/02,3965,2452,2866,13747,2246
2014/10/03,3965,2524,2900,13765,2270
2014/10/06,3960,2436,2900,13883,2256
2014/10/07,3945,2395,2844,13768,2214
2014/10/08,3900,2354,2807,13417,2214
2014/10/09,3988,2369,2847,13624,2212
2014/10/10,3897,2337,2830,13313,2150
2014/10/13,3855,2315,2810,13550,2158
2014/10/14,3831,2357,2917,13457,2131
2014/10/15,3785,2330,2790,13391,2052
2014/10/16,3850,2373,2771,13647,2080
2014/10/17,3990,2440,2775,13700,2110
2014/10/20,3941,2390,2840,13464,2123
2014/10/21,3878,2357,2812,13352,2082
2014/10/22,3850,2377,2846,13352,2140
2014/10/23,3795,2342,2801,13280,2104
2014/10/24,3765,2287,2790,13205,2070
2014/10/27,3750,2323,2803,13329,2069
2014/10/28,3758,2284,2797,13150,2069
2014/10/29,3729,2291,2804,12855,2034
2014/10/30,3633,2279,2795,12850,2010
2014/10/31,3773,2265,2960,13001,2026
2014/11/03,3860,2394,2871,13050,2100
2014/11/04,3820,2299,2818,12915,2061
2014/11/05,3756,2255,2841,12885,1990
2014/11/06,3685,2238,2790,12450,1934
2014/11/07,3683,2225,2745,12251,1895
2014/11/10,3629,2235,2740,12210,1894
2014/11/11,3678,2230,2700,12252,1849
2014/11/12,3715,2190,2768,12090,1800
2014/11/13,3590,2171,2781,12111,1753
2014/11/14,3500,2177,2700,12200,1745
2014/11/17,2891,2169,2695,12090,1730
2014/11/18,2910,2130,2581,11892,1641
2014/11/19,2910,2105,2603,12150,1627
2014/11/20,2952,2099,2605,11909,1715
2014/11/21,2950,2100,2558,11995,1795
2014/11/24,2956,2100,2615,12050,1829
2014/11/25,2910,2090,2571,12060,1750
2014/11/26,2790,2046,2602,12022,1718
2014/11/27,2775,2049,2580,12039,1661
2014/11/28,2677,2010,2557,12030,1701
2014/12/01,2699,1957,2510,12250,1716
2014/12/02,2780,1983,2508,12300,1720
2014/12/03,2834,1997,2512,11950,1651
2014/12/04,2762,1990,2528,11850,1658
2014/12/05,2741,1999,2500,11850,1710
2014/12/08,2772,2003,2454,11958,1665
2014/12/09,2819,2009,2400,12398,1659
2014/12/10,2830,1990,2454,11994,1581
2014/12/11,2814,1990,2453,11900,1601
2014/12/12,2805,1992,2502,11993,1550
2014/12/15,2650,2011,2500,11770,1513
2014/12/17,2715,2048,2432,11501,1537
2014/12/18,2840,2085,2490,11770,1599
2014/12/19,2973,2119,2550,12420,1652
2014/12/22,2936,2100,2625,12032,1639
2014/12/23,2980,2075,2728,12186,1678
2014/12/24,2975,2081,2700,12124,1695
2014/12/29,2978,2100,2740,12039,1713
2014/12/30,2900,2100,2760,12000,1721
2014/12/31,2923,2126,2750,12076,1740
2015/01/02,2948,2100,2721,12400,1735
2015/01/05,2905,2100,2550,12329,1789
2015/01/06,2900,2070,2565,12000,1700
2015/01/07,2834,2094,2603,12014,1735
2015/01/08,2831,2033,2511,12100,1660
2015/01/09,2786,2072,2485,12000,1619
2015/01/12,2760,2050,2354,12100,1628
2015/01/13,2720,2053,2335,11974,1653
2015/01/14,2615,2015,2380,12114,1650
2015/01/15,2580,2000,2320,12070,1630
2015/01/16,2565,1971,2350,12210,1610
2015/01/19,2579,1990,2417,12280,1648
2015/01/20,2611,2000,2398,12417,1700
2015/01/21,2645,2000,2391,12588,1695
2015/01/22,2646,2000,2352,12500,1670
2015/01/23,2671,2000,2369,12463,1682
2015/01/26,2670,1999,2220,12343,1710
2015/01/27,2660,1979,2189,12156,1688
2015/01/28,2633,1960,2160,12133,1668
2015/01/29,2630,1964,2045,12044,1712
2015/01/30,2636,1967,2140,12050,1781
2015/02/02,2593,1976,2141,12095,1818
2015/02/03,2665,1990,2180,12360,1870
2015/02/04,2589,1961,2150,12250,1809
2015/02/05,2563,1903,2126,12100,1805
2015/02/06,2622,1913,2085,12247,1750
2015/02/09,2581,1920,2112,12050,1726
2015/02/10,2540,1897,2050,11850,1678
2015/02/11,2490,1819,2030,11501,1626
2015/02/12,2475,1800,1991,11444,1532
2015/02/13,2563,1772,1863,11360,1519
2015/02/16,2560,1800,1840,11481,1587
2015/02/17,2575,1870,1851,11658,1710
2015/02/18,2630,1895,1889,11700,1655
2015/02/19,2584,1883,1895,11975,1660
2015/02/20,2640,1899,1915,12500,1660
2015/02/23,2640,1889,1915,12040,1660
2015/02/24,2545,1830,1857,11855,1595
2015/02/25,2510,1785,1818,11812,1554
2015/02/26,2490,1750,1840,11550,1554
2015/02/27,2500,1739,1812,11422,1561
2015/03/02,2514,1761,1831,11350,1587
2015/03/03,2556,1720,1847,11360,1527
2015/03/04,2559,1678,1836,11400,1443
2015/03/05,2580,1600,1781,11500,1320
2015/03/06,2580,1561,1790,11475,1400
2015/03/09,2550,1540,1820,11350,1403
2015/03/10,2520,1503,1800,11050,1375
2015/03/11,2575,1460,1742,11000,1351
2015/03/12,2566,1426,1754,10881,1325
2015/03/13,2550,1434,1716,10800,1344
2015/03/16,2530,1383,1690,10795,1365
2015/03/17,2430,1410,1744,11175,1270
2015/03/18,2365,1372,1744,10523,1256
2015/03/19,2325,1398,1803,10850,1263
2015/03/20,2455,1452,1855,10800,1283
2015/03/23,2463,1515,1908,11001,1289
2015/03/24,2360,1470,1935,11100,1272
2015/03/25,2262,1429,1851,11100,1183
2015/03/26,2237,1440,1796,10943,1150
2015/03/27,2300,1423,1899,10925,1125
2015/03/30,2471,1398,1890,11220,1140
2015/03/31,2514,1369,1833,11267,1124
2015/04/01,2490,1388,1830,11418,1162
2015/04/02,2475,1364,1799,11688,1170
2015/04/07,2475,1330,1742,11400,1165
2015/04/08,2515,1314,1772,11400,1155
2015/04/09,2612,1290,1785,11399,1150
2015/04/10,2660,1280,1825,11400,1160
2015/04/13,2638,1272,1835,11245,1120
2015/04/14,2635,1290,1785,11073,1118
2015/04/15,2639,1359,1783,11020,1127
2015/04/16,2620,1340,1801,11055,1146
2015/04/17,2600,1330,1796,11050,1140
2015/04/20,2550,1315,1777,11031,1145
2015/04/21,2547,1255,1785,10980,1090
2015/04/22,2583,1225,1707,10917,1045
2015/04/23,2560,1251,1723,10888,1063
2015/04/24,2540,1292,1713,11100,1085
2015/04/28,2585,1328,1746,11051,1105
2015/04/29,2750,1326,1713,11101,1054
2015/04/30,2740,1315,1702,11135,1070
2015/05/04,2715,1320,1730,11250,1100
2015/05/05,2809,1358,1778,11483,1137
2015/05/06,2915,1411,1810,11378,1143
2015/05/07,2915,1337,1728,11429,1111
2015/05/08,3100,1336,1672,11496,1124
2015/05/11,3110,1353,1630,11541,1127
2015/05/12,3100,1385,1683,11634,1112
2015/05/13,3025,1357,1720,11689,1108
2015/05/14,3100,1409,1719,11753,1105
2015/05/15,3000,1361,1766,11622,1080
2015/05/18,2846,1361,1767,11560,1064
2015/05/19,2869,1345,1895,11647,1015
2015/05/20,2900,1354,1960,12047,1058
2015/05/21,2960,1370,2116,11882,1025
2015/05/22,2881,1350,2060,11905,998
2015/05/25,2850,1334,2015,11634,955
2015/05/26,2800,1308,1870,11436,890
2015/05/27,2918,1305,1881,11400,880
2015/05/28,2924,1300,1967,11451,858
2015/05/29,2800,1307,2030,11521,855
2015/06/01,2816,1347,2002,11365,845
2015/06/02,2840,1369,2000,11300,835
2015/06/03,2802,1328,1976,11250,835
2015/06/04,2886,1315,2005,11258,815
2015/06/05,2863,1357,1995,11083,815
2015/06/08,2800,1340,1939,11069,825
2015/06/09,2695,1363,1902,10990,828
2015/06/10,2720,1457,1944,10965,900
2015/06/11,2727,1438,1920,11000,755
2015/06/12,2690,1430,1940,10980,730
2015/06/15,2675,1435,1980,10923,726
2015/06/17,2710,1440,1985,10945,725
2015/06/18,2800,1426,1945,10801,730
2015/06/19,2880,1366,1913,10531,667
2015/06/22,2884,1392,1898,10200,630
2015/06/23,2899,1310,1840,10250,595
2015/06/24,2765,1310,1834,10000,580
2015/06/25,2800,1325,1833,10040,585
2015/06/26,2880,1330,1790,9936,585
2015/06/29,2800,1304,1793,9920,576
2015/06/30,2844,1285,1765,9900,575
2015/07/01,2810,1230,1759,9755,570
2015/07/02,2782,1252,1797,9797,578
2015/07/03,2783,1232,1820,10000,590
2015/07/06,2623,1270,1857,9834,600
2015/07/07,2670,1243,1835,9828,594
2015/07/08,2626,1190,1855,9900,581
2015/07/09,2485,1193,1969,9921,588
2015/07/10,2498,1193,2000,9900,580
2015/07/13,2450,1195,1926,9688,574
2015/07/14,2490,1205,1930,9800,570
2015/07/15,2515,1203,1944,9700,570
2015/07/16,2500,1277,2012,9990,543
2015/07/17,2482,1295,2044,10090,584
2015/07/20,2475,1257,1989,10000,603
2015/07/21,2490,1306,2035,10354,641
2015/07/22,2550,1320,2060,10038,655
2015/07/23,2523,1277,2084,9811,703
2015/07/24,2520,1230,2030,9750,670
2015/07/27,2200,1230,2070,9600,641
2015/07/28,2250,1204,2000,9500,625
2015/07/29,2250,1277,2113,9635,620
2015/07/30,2334,1251,2234,9525,623
2015/07/31,2350,1298,2251,9548,645
2015/08/03,2300,1228,2230,9453,620
2015/08/04,2285,1220,2210,9500,635
2015/08/05,2290,1210,2210,9400,633
2015/08/06,2260,1234,2204,9230,623
2015/08/07,2179,1236,2204,9318,625
2015/08/11,2200,1292,2248,9315,623
2015/08/12,2185,1235,2228,9104,608
2015/08/13,2123,1220,2204,9050,596
2015/08/14,2100,1218,2180,9300,551
2015/08/17,2175,1209,2200,9403,512
2015/08/18,2200,1257,2213,9550,498
2015/08/19,2249,1220,2139,9500,500
2015/08/20,2300,1299,2200,9500,500
2015/08/21,2290,1284,2180,9500,485
2015/08/24,2210,1234,2060,9271,471
2015/08/25,2200,1248,2117,9300,471
2015/08/26,2200,1202,2051,9318,470
2015/08/27,2224,1250,2075,9415,460
2015/08/28,2255,1275,2139,9462,485
2015/08/31,2230,1255,2170,9500,481
2015/09/01,2270,1299,2104,9640,500
2015/09/02,2227,1264,2130,9859,545
2015/09/03,2230,1264,2125,9900,576
2015/09/04,2198,1264,2139,9950,535
2015/09/07,2149,1179,2060,9839,570
2015/09/08,2143,1179,2065,9880,516
2015/09/09,2102,1163,2036,9950,515
2015/09/10,2055,1110,2035,9910,500
2015/09/11,2059,1144,2070,10000,485
2015/09/14,2149,1178,2103,10249,483
2015/09/15,2190,1245,2085,10293,465
2015/09/16,2147,1263,2085,11114,462
2015/09/17,2165,1260,2060,10982,441
2015/09/18,2055,1327,1998,11330,405
2015/09/21,2079,1307,1905,11360,399
2015/09/22,2000,1295,1950,11326,396
2015/09/23,2040,1245,1840,11051,382
2015/09/25,1990,1205,1806,11050,360
2015/09/28,1966,1169,1733,10921,357
2015/09/29,1950,1167,1716,11065,356
2015/09/30,1880,1170,1710,11099,360
2015/10/01,1910,1170,1741,11177,341
2015/10/02,1950,1255,1783,11596,344
2015/10/05,1975,1203,1801,11861,363
2015/10/06,2040,1165,1752,11900,395
2015/10/07,1951,1189,1725,11831,417
2015/10/08,2000,1209,1743,12084,435
2015/10/09,2050,1220,1769,12500,450
2015/10/12,2019,1180,1770,12300,465
2015/10/13,2000,1203,1751,12035,435
2015/10/14,2009,1115,1762,12120,400
2015/10/15,2008,1110,1765,12034,406
2015/10/16,2017,1069,1765,12293,399
2015/10/19,2085,1004,1758,12791,380
2015/10/20,2050,1051,1737,12600,375
2015/10/21,2104,1043,1728,12801,366
2015/10/22,2123,1088,1697,12994,345
2015/10/23,2120,1073,1763,12890,350
2015/10/26,2149,1075,1809,13255,351
2015/10/27,2170,1112,1733,13100,350
2015/10/28,2160,1101,1730,13000,345
2015/10/29,2165,1072,1680,13090,347
2015/10/30,2200,1048,1665,12951,342
2015/11/02,2159,1020,1650,13350,341
2015/11/03,2238,1030,1691,13480,337
2015/11/04,2245,1078,1691,13425,333
2015/11/05,2250,1004,1685,12659,333
2015/11/06,2318,981,1639,12386,325
2015/11/09,2250,973,1573,12272,316
2015/11/10,2125,933,1600,12332,304
2015/11/11,2200,977,1606,12440,290
2015/11/12,2143,927,1575,12052,266
2015/11/13,2101,920,1605,12192,273
2015/11/16,2045,966,1565,12000,275
2015/11/17,2070,957,1525,12000,289
2015/11/18,2119,949,1602,12255,287
2015/11/19,2070,936,1690,12166,270
2015/11/20,2100,927,1675,12500,258
2015/11/23,2119,932,1668,12325,262
